ChEMBL_ID,name,SMILES,IC50_nM,IC50_units,pChEMBL,Assay_ID,target_chembl_id,target_name
CHEMBL178596,CHEMBL178596,CCOC(=O)c1cn2ncnc(Nc3ccc(C)c(O)c3)c2c1OCC,64.0,nM,7.19,CHEMBL830878,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL178607,CHEMBL178607,Cc1ccc(Nc2ncnn3cc(NC(=O)OCCCN4CCCCC4)c(C(C)C)c23)cc1O,5.0,nM,8.3,CHEMBL830878,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL178743,CHEMBL178743,OCCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)n1,497.0,nM,6.3,CHEMBL829594,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL178789,CHEMBL178789,COC(=O)c1cn2ncnc(Nc3ccc(C)c(O)c3)c2c1C,10.0,nM,8.0,CHEMBL830878,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL178899,CHEMBL178899,COC(=O)c1cn2ncnc(Nc3ccc(C(F)(F)F)c(O)c3)c2c1C,370.0,nM,6.43,CHEMBL830878,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL178981,CHEMBL178981,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cccc(Cl)c4Cl)cc3)c2cc1OC,27.0,nM,7.57,CHEMBL876146,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL179061,CHEMBL179061,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccccc4C)cc3)c2cc1OC,2.3,nM,8.64,CHEMBL876146,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL179082,CHEMBL179082,COc1cc2nccc(Oc3ccc(NC(=O)Nc4c(Cl)cccc4Cl)cc3)c2cc1OC,37.0,nM,7.43,CHEMBL876146,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL179165,CHEMBL179165,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(Cl)cc4)cc3)c2cc1OC,0.2,nM,9.7,CHEMBL876146,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL179227,CHEMBL179227,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccccc4F)cc3)c2cc1OC,0.5,nM,9.3,CHEMBL876146,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL179307,CHEMBL179307,COc1cc2nccc(Oc3ccc(NC(=O)Nc4c(F)cccc4F)cc3)c2cc1OC,1.8,nM,8.74,CHEMBL876146,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL179311,CHEMBL179311,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(OC)c3)o2)c1,360.0,nM,6.44,CHEMBL829592,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL179360,CHEMBL179360,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cccc([N+](=O)[O-])c4)cc3)c2cc1OC,1.1,nM,8.96,CHEMBL876146,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL1794060,CHEMBL1794060,COc1ccc(Nc2ncc(-c3ccccc3)o2)cc1OC.Cl,140.0,nM,6.85,CHEMBL829592,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL1794061,CHEMBL1794061,Cl.N#Cc1cccc(Nc2ncc(-c3ccccc3)o2)c1,930.0,nM,6.03,CHEMBL829592,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL1794062,CHEMBL1794062,COc1ccccc1Nc1ncc(-c2ccccc2)o1.Cl,380.0,nM,6.42,CHEMBL829592,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL179422,CHEMBL179422,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(Cl)cc4Cl)cc3)c2cc1OC,5.6,nM,8.25,CHEMBL876146,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL179450,CHEMBL179450,COc1cc2nccc(Oc3ccc(NC(NC#N)Nc4ccc(F)cc4)cc3)c2cc1OC,55.0,nM,7.26,CHEMBL876146,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL179453,CHEMBL179453,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3ccccc3Cl)o2)c1,360.0,nM,6.44,CHEMBL829592,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL179465,CHEMBL179465,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(F)c3)o2)c1,93.0,nM,7.03,CHEMBL829592,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL179517,CHEMBL179517,Cc1ccc(Nc2ncnn3cc(C(=O)NCCCN4CCCC4)c(C(C)C)c23)cc1O,18.0,nM,7.75,CHEMBL830878,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL179522,CHEMBL179522,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(F)ccc4F)cc3)c2cc1OC,0.4,nM,9.4,CHEMBL876146,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL179593,CHEMBL179593,COc1ccc(NC(=O)Nc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2)cc1,1.1,nM,8.96,CHEMBL876146,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL179603,CHEMBL179603,COc1ccc(NC(=O)Nc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)cc1,2.2,nM,8.66,CHEMBL876146,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL179698,CHEMBL179698,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cccc(F)c4F)cc3)c2cc1OC,0.7,nM,9.15,CHEMBL876146,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL179719,CHEMBL179719,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)c(F)c4)cc3)c2cc1OC,1.1,nM,8.96,CHEMBL876146,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL179816,CHEMBL179816,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(F)cc(F)c4)cc3)c2cc1OC,1.8,nM,8.74,CHEMBL876146,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL180331,CHEMBL180331,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4)cc3)c2cc1OC,0.4,nM,9.4,CHEMBL876146,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL180603,CHEMBL180603,Cc1ccc(Nc2ncnn3cc(C(=O)NCCCn4nccn4)c(C)c23)cc1O,30.0,nM,7.52,CHEMBL830878,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL180807,CHEMBL180807,COCCCNC(=O)c1cn2ncnc(Nc3ccc(C)c(O)c3)c2c1C,150.0,nM,6.82,CHEMBL830878,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL180978,CHEMBL180978,Cc1ccc(Nc2ncnn3cc(C(=O)NCCCN4CCOCC4)c(C)c23)cc1O,52.0,nM,7.28,CHEMBL830878,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL181122,CHEMBL181122,CCCc1ccc(Nc2ncnn3cc(C(=O)OC)c(C)c23)cc1O,190.0,nM,6.72,CHEMBL830878,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL181567,CHEMBL181567,COC(=O)c1cn2ncnc(Nc3cccc(O)c3)c2c1C,61.0,nM,7.21,CHEMBL830878,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL181636,CHEMBL181636,COC(=O)c1cn2ncnc(Nc3ccc(C)c(O)c3)c2c1C(C)(C)C,310.0,nM,6.51,CHEMBL830878,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL181654,CHEMBL181654,Cc1ccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)cc1,430.0,nM,6.37,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL181856,CHEMBL181856,COc1ccc(-c2cc3c(NC(=O)N4CCCC4)ncnc3o2)cc1,12300.0,nM,4.91,CHEMBL833502,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL181959,CHEMBL181959,COc1ccc(-c2cc3c(NC(=O)C4CCCC4)ncnc3o2)cc1,1020.0,nM,5.99,CHEMBL833502,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL182283,CHEMBL182283,Cc1ccc(-c2cc3c(NC(=O)C4CC4)ncnc3o2)cc1,630.0,nM,6.2,CHEMBL833502,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL182468,CHEMBL182468,O=C(Nc1ccc(-c2cccc3c2CNC3=O)cc1)Nc1cccc(Cl)c1,46.0,nM,7.34,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL182648,CHEMBL182648,O=C(Nc1ccc(-c2cccc3c2CNC3=O)cc1)Nc1cccc(F)c1,520.0,nM,6.28,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL182904,CHEMBL182904,O=C(Nc1ncnc2oc(-c3ccc(Cl)cc3)cc12)C1CC1,2040.0,nM,5.69,CHEMBL833502,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL183025,CHEMBL183025,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(NC(=O)c4ccccc4)c4c3CNC4=O)cc2)c1,470.0,nM,6.33,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL183051,CHEMBL183051,Cc1cccc(N/C(S)=N\c2ccc(-c3cccc4c3CNC4=O)cc2)c1,10000.0,nM,5.0,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL183174,CHEMBL183174,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2C(F)(F)F)c1,34.0,nM,7.47,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL183504,CHEMBL183504,O=C(Nc1ncnc2oc(-c3ccc(F)cc3)cc12)C1CC1,2040.0,nM,5.69,CHEMBL833502,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL183803,CHEMBL183803,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(N)c4c3CNC4=O)cc2)c1,14.0,nM,7.85,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL183844,CHEMBL183844,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2C)c1,19.0,nM,7.72,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL184021,CHEMBL184021,CC(=O)Nc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c1C(=O)NC2,64.0,nM,7.19,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL184143,CHEMBL184143,N#Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)c1,370.0,nM,6.43,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL184170,CHEMBL184170,O=C(Nc1ccc(-c2cccc3c2CNC3=O)cc1)Nc1cc(C(F)(F)F)ccc1F,23.0,nM,7.64,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL184223,CHEMBL184223,COc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c1C(=O)NC2,21.0,nM,7.68,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL184226,CHEMBL184226,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)c1,83.0,nM,7.08,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL184274,CHEMBL184274,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(NC(=O)c4cccnc4)c4c3CNC4=O)cc2)c1,10.0,nM,8.0,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL184604,CHEMBL184604,CCc1cc(-c2cccc3c2CNC3=O)ccc1NC(=O)Nc1cccc(C)c1,6000.0,nM,5.22,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL184706,CHEMBL184706,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2F)c1,44.0,nM,7.36,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL184750,CHEMBL184750,Cc1cc2c(Nc3ccc(C)c(O)c3)ncnn2c1,400.0,nM,6.4,CHEMBL827963,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL184847,CHEMBL184847,Cc1ccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)cc1C,50.0,nM,7.3,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL184918,CHEMBL184918,Cc1cccc(N(C)C(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)c1,19000.0,nM,4.72,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL184971,CHEMBL184971,CC(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCCC(=O)N(C)C)Cc1ccccc1-4)C(=O)NC3,18.0,nM,7.75,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL184997,CHEMBL184997,Cc1cccc(NC(=O)N(C)c2ccc(-c3cccc4c3CNC4=O)cc2)c1,1100.0,nM,5.96,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL185059,CHEMBL185059,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)c(C(F)(F)F)c2)c1,9000.0,nM,5.05,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL185197,CHEMBL185197,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)c(F)c2)c1,52.0,nM,7.28,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL185331,CHEMBL185331,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)c(C)c2)c1,770.0,nM,6.11,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL185477,CHEMBL185477,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1,1800.0,nM,5.75,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL185522,CHEMBL185522,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2Cl)c1,30.0,nM,7.52,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL185569,CHEMBL185569,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)c1,98.0,nM,7.01,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL185592,CHEMBL185592,O=C1Nc2ccccc2S/C1=C\c1c[nH]c2c(C(=O)N3CCC(N4CCCCC4)CC3)cccc12,170.0,nM,6.77,CHEMBL832932,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL185614,CHEMBL185614,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)c(Cl)c2)c1,71.0,nM,7.15,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL185695,CHEMBL185695,CN(c1ccc(NC(=O)Nc2ccccc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,18.0,nM,7.75,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL185716,CHEMBL185716,CN(c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1)c1ccnc(Nc2ccc(S(N)(=O)=O)cc2)n1,1.0,nM,9.0,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL185853,CHEMBL185853,Cc1ccc(Nc2ncnn3cccc23)cc1O,1440.0,nM,5.84,CHEMBL827963,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL186001,CHEMBL186001,Cc1ccc(Nc2ncnn3cc(C)c(C)c23)cc1O,20.0,nM,7.7,CHEMBL827963,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL186369,CHEMBL186369,CCNC(=O)Nc1ccc(N(C)c2ccnc(Nc3ccc(CS(C)(=O)=O)cc3)n2)cc1,26.0,nM,7.58,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL186412,CHEMBL186412,O=C(NCCCO)c1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,2380.0,nM,5.62,CHEMBL829518,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL187033,CHEMBL187033,CN(c1ccc(NC(=O)Oc2ccccc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,95.0,nM,7.02,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL187130,CHEMBL187130,O=C1Nc2ccccc2S/C1=C\c1c[nH]c2cc(OCCN3CCOCC3)ccc12,160.0,nM,6.8,CHEMBL832932,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL187279,CHEMBL187279,CCN(CC)CCc1c(C)[nH]c(/C=C2\C(=O)NN=C2C2CC2)c1C,840.0,nM,6.08,CHEMBL832932,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL187361,CHEMBL187361,CN(c1ccc(NS(=O)(=O)Cc2ccccc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,269.0,nM,6.57,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL187396,CHEMBL187396,COc1cc(OC)cc(-c2cc3cnc(NCCCCN4CCOCC4)cc3nc2NC(=O)NC(C)(C)C)c1,6.0,nM,8.22,CHEMBL829083,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL187494,CHEMBL187494,CN1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(N(C)c4ccnc(Nc5ccc(CS(C)(=O)=O)cc5)n4)cc3)cc2)CC1,150.0,nM,6.82,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL187571,CHEMBL187571,OCCCNc1cncc(-c2cncc(Nc3ccccc3Cl)n2)c1,1000.0,nM,6.0,CHEMBL831656,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL187609,CHEMBL187609,CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,6.0,nM,8.22,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL187627,CHEMBL187627,CN1CCN(Cc2ccc(NC(=O)Nc3ccc(N(C)c4ccnc(Nc5ccc(CS(C)(=O)=O)cc5)n4)cc3)cc2)CC1,4.0,nM,8.4,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL187684,CHEMBL187684,Clc1cccc(Nc2cncc(-c3cncc(NCCCCc4ccncc4)c3)n2)c1,263.03,nM,6.58,CHEMBL831656,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL187930,CHEMBL187930,CN(C)CCNC(=O)Nc1ccc(N(C)c2ccnc(Nc3ccc(CS(C)(=O)=O)cc3)n2)cc1,3114.0,nM,5.51,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL188025,CHEMBL188025,CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c1ccnc(Nc2ccc(S(N)(=O)=O)cc2)n1,2.0,nM,8.7,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL188042,CHEMBL188042,CN(C)CCNC(=O)Nc1ccc(N(C)c2ccnc(Nc3cccc(CS(C)(=O)=O)c3)n2)cc1,681.0,nM,6.17,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL188087,CHEMBL188087,CCNC(=O)Nc1nc2cc(NCCCN3CCN(C)CC3)ncc2cc1-c1cc(OC)cc(OC)c1,51.0,nM,7.29,CHEMBL829083,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL188149,CHEMBL188149,CCCCNC(=O)Nc1ccc(N(C)c2ccnc(Nc3cccc(CS(C)(=O)=O)c3)n2)cc1,29.0,nM,7.54,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL188284,CHEMBL188284,OCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,275.0,nM,6.56,CHEMBL829518,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL188381,CHEMBL188381,CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,2.0,nM,8.7,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL188386,CHEMBL188386,OCCCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,63.0,nM,7.2,CHEMBL829518,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL188387,CHEMBL188387,Clc1cccc(Nc2cncc(-c3cncc(NCC4CCOCC4)c3)n2)c1,389.05,nM,6.41,CHEMBL831656,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL188421,CHEMBL188421,CN(c1ccc(NC(=N)Nc2ccccc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,324.0,nM,6.49,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL188431,CHEMBL188431,COc1cc(OC)cc(C2Cc3cnc(N(CCCOCc4ccccc4)C(C)=O)cc3N=C2NC(=O)NC(C)(C)C)c1,15000.0,nM,4.82,CHEMBL829083,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL188502,CHEMBL188502,Clc1cccc(Nc2cncc(-c3cncc(NCCCc4cccnc4)c3)n2)c1,75.86,nM,7.12,CHEMBL831656,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL188522,CHEMBL188522,Cc1ccc(Nc2ncnn3ccc(C)c23)cc1O,60.0,nM,7.22,CHEMBL827963,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL188536,CHEMBL188536,OCCCNc1cncc(-c2cncc(NCc3ccccc3)n2)c1,1047.13,nM,5.98,CHEMBL831656,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL188648,CHEMBL188648,CCN(CC)CCCCNc1cc2nc(N)c(-c3c(Cl)cccc3Cl)cc2cn1,1200.0,nM,5.92,CHEMBL829083,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL188901,CHEMBL188901,OCCCNc1cnc(F)c(-c2cncc(Nc3cccc(Cl)c3)n2)c1,251.0,nM,6.6,CHEMBL829518,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL188978,CHEMBL188978,CCN(CC)CCCCNc1cc2nc(N)c(-c3cc(OC)cc(OC)c3)cc2cn1,220.0,nM,6.66,CHEMBL829083,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL188997,CHEMBL188997,CN(c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1)c1ccnc(Nc2ccc(CS(C)(=O)=O)cc2)n1,2.0,nM,8.7,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL189017,CHEMBL189017,Clc1ccc(Nc2cncc(-c3cncc(NCCCc4ccncc4)c3)n2)cc1Cl,189.0,nM,6.72,CHEMBL829518,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL189059,CHEMBL189059,COc1cc(OC)cc(-c2cc3cnc(NCCCN4CCN(C)CC4)nc3nc2NC(=O)NC(C)(C)C)c1,21.0,nM,7.68,CHEMBL829083,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL189125,CHEMBL189125,Nc1ncc(NCCCO)cc1-c1cncc(Nc2cccc(Cl)c2)n1,1348.96,nM,5.87,CHEMBL831656,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL189199,CHEMBL189199,CN(c1ccc(N/C(S)=N/c2ccccc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,117.0,nM,6.93,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL189226,CHEMBL189226,CN1CCN(CCCNc2cncc(-c3cncc(Nc4cccc(Cl)c4)n3)c2)CC1,123.0,nM,6.91,CHEMBL829518,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL189291,CHEMBL189291,CN(c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,35.0,nM,7.46,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL189305,CHEMBL189305,CN(c1ccc(NC(=O)Cc2ccccc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,176.0,nM,6.75,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL189322,CHEMBL189322,COc1cc(OC)cc(-c2cc3cnc(NCCCCOc4ccccc4)cc3nc2NC(=O)NC(C)(C)C)c1,180.0,nM,6.75,CHEMBL829083,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL189325,CHEMBL189325,COc1cc(OC)cc(-c2cc3cnc(N(CCCCOCc4ccccc4)C(C)=O)cc3nc2NC(=O)NC(C)(C)C)c1,670.0,nM,6.17,CHEMBL829083,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL189353,CHEMBL189353,CN(c1ccc(NC(=O)Nc2c(Cl)cccc2Cl)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,65.0,nM,7.19,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL189354,CHEMBL189354,CN(c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1)c1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,1.0,nM,9.0,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL189408,CHEMBL189408,CN(c1ccc(NC(=O)NCCc2ccccc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,11.0,nM,7.96,CHEMBL828488,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL189542,CHEMBL189542,CCN(CC)CCCCNc1cc2nc(NC(=O)NC(C)(C)C)c(-c3ccccc3)cc2cn1,180.0,nM,6.75,CHEMBL829083,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL189584,CHEMBL189584,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1,120.0,nM,6.92,CHEMBL829083,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL189628,CHEMBL189628,COc1cc(OC)cc(-c2cc3cnc(N(CCCCO)C(C)=O)cc3nc2NC(=O)NC(C)(C)C)c1,13000.0,nM,4.89,CHEMBL829083,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL189633,CHEMBL189633,CCOC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,8000.0,nM,5.1,CHEMBL876999,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL189691,CHEMBL189691,COc1cc(OC)cc(-c2cc3cnc(NCCCCCN4CCN(C)CC4)cc3nc2NC(=O)NC(C)(C)C)c1,8.0,nM,8.1,CHEMBL829083,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL189825,CHEMBL189825,OCCCNc1cncc(-c2cncc(Nc3cccc(F)c3)n2)c1,168.0,nM,6.78,CHEMBL829518,CHEMBL279,Vascular endothelial growth factor receptor 2
