# cyclic_registry — FairMol export
# total: 2240  |  cyclic: 2000  |  true_heterocycles: 1992  |  functional_groups: 178  |  biological: 62
# smarts = universal (RDKit [#6]/[#7] notation, matches aromatic + Kekule)
# smarts_original = Kekule original
#
pattern_id	name	group	smarts	smarts_original	is_true_heterocycle	heterocycle_family	heterocycle_family_normalized	heterocycle_superclass	ring_count	ring_atom_count	hetero_ring_atom_count
cyclic_3h_furan_3_ide	3H-furan-3-ide	cyclic	[#6]1:[#6]:[#8]:[#6]:[#6-]:1	C1=COC=[C-]1	True	furan-like	furan-like	five-membered heteroaromatic	1	5	1
cyclic_3h_furan_3_ylium_2_5_dione	3H-furan-3-ylium-2,5-dione	cyclic	[#6]1=[#6+]-[#6](=[#8])-[#8]-[#6]-1=[#8]	C1=[C+]C(=O)OC1=O	True	furan-like	furan-like	five-membered heteroaromatic	1	5	1
cyclic_4_5_didehydro_3h_furan_2_one	4,5-didehydro-3H-furan-2-one	cyclic	[#6]1-[#6]#[#6]-[#8]-[#6]-1=[#8]	C1C#COC1=O	True	furan-like	furan-like	five-membered heteroaromatic	1	5	1
cyclic_5_selenofuranone	5-Selenofuranone	cyclic	[#6]1-[#6]=[#6]-[#6](=[#8])-[Se]-1	C1C=CC(=O)[Se]1	True	furan-like	furan-like	five-membered heteroaromatic	1	5	1
cyclic_5_oxo_2h_furan_2_olate	5-oxo-2H-furan-2-olate	cyclic	[#6]1=[#6]-[#6](=[#8])-[#8]-[#6]-1-[#8-]	C1=CC(=O)OC1[O-]	True	furan-like	furan-like	five-membered heteroaromatic	1	5	1
cyclic_5_oxo_2h_furan_3_olate	5-oxo-2H-furan-3-olate	cyclic	[#6]1-[#6](=[#6]-[#6](=[#8])-[#8]-1)-[#8-]	C1C(=CC(=O)O1)[O-]	True	furan-like	furan-like	five-membered heteroaromatic	1	5	1
cyclic_dehydrofuran	Dehydrofuran	cyclic	[#6]1:[#6]:[#8]:[#6]:[#6]:1	C1=COC#C1	True	furan-like	furan-like	five-membered heteroaromatic	1	5	1
cyclic_furan	Furan	cyclic	[#6]1:[#6]:[#8]:[#6]:[#6]:1	C1=COC=C1	True	furan-like	furan-like	five-membered heteroaromatic	1	5	1
cyclic_furan_1_ium	Furan-1-ium	cyclic	[#6]1:[#6]:[#8H+]:[#6]:[#6]:1	C1=C[OH+]C=C1	True	furan-like	furan-like	five-membered heteroaromatic	1	5	1
cyclic_furan_1_ium_2_one	Furan-1-ium-2-one	cyclic	[#6]1=[#6]-[#6](=[#8])-[#8+]=[#6]-1	C1=CC(=O)[O+]=C1	True	furan-like	furan-like	five-membered heteroaromatic	1	5	1
cyclic_furan_2_5_diolate	Furan-2,5-diolate	cyclic	[#6]1:[#6](:[#8]:[#6](:[#6]:1)-[#8-])-[#8-]	C1=C(OC(=C1)[O-])[O-]	True	furan-like	furan-like	five-membered heteroaromatic	1	5	1
cyclic_furan_2_5_dithione	Furan-2,5-dithione	cyclic	[#6]1=[#6]-[#6](=[#16])-[#8]-[#6]-1=[#16]	C1=CC(=S)OC1=S	True	furan-like	furan-like	five-membered heteroaromatic	1	5	1
cyclic_furan_2_ide	Furan-2-ide	cyclic	[#6]1:[#6]:[#8]:[#6-]:[#6]:1	C1=CO[C-]=C1	True	furan-like	furan-like	five-membered heteroaromatic	1	5	1
cyclic_furan_2_olate	Furan-2-olate	cyclic	[#6]1:[#6]:[#8]:[#6](:[#6]:1)-[#8-]	C1=COC(=C1)[O-]	True	furan-like	furan-like	five-membered heteroaromatic	1	5	1
cyclic_furan_2_thione	Furan-2-thione	cyclic	[#6]1-[#6]=[#6]-[#8]-[#6]-1=[#16]	C1C=COC1=S	True	furan-like	furan-like	five-membered heteroaromatic	1	5	1
cyclic_furan_3_olate	Furan-3-olate	cyclic	[#6]1:[#6]:[#8]:[#6]:[#6]:1-[#8-]	C1=COC=C1[O-]	True	furan-like	furan-like	five-membered heteroaromatic	1	5	1
cyclic_furan_3_thione	Furan-3-thione	cyclic	[#6]1-[#6](=[#16])-[#6]=[#6]-[#8]-1	C1C(=S)C=CO1	True	furan-like	furan-like	five-membered heteroaromatic	1	5	1
cyclic_1h_imidazo_4_5_c_pyridin_4_ol	1H-Imidazo[4,5-c]pyridin-4-ol	cyclic	[#6]1:[#6]:[#7H]:[#6](=[#8]):[#6]2:[#6]:1:[#7H]:[#6]:[#7]:2	C1=CNC(=O)C2=C1NC=N2	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	3
cyclic_1h_imidazo_4_5_c_pyridin_6_ol	1H-Imidazo[4,5-c]pyridin-6-ol	cyclic	[#6]1:[#6]2:[#6](:[#6]:[#7H]:[#6]:1=[#8]):[#7H]:[#6]:[#7]:2	C1=C2C(=CNC1=O)NC=N2	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	3
cyclic_1h_imidazo_4_5_d_pyridazin_7_ol	1H-Imidazo[4,5-d]pyridazin-7-ol	cyclic	[#6]1:[#7]:[#7H]:[#6](=[#8]):[#6]2:[#6]:1:[#7H]:[#6]:[#7]:2	C1=NNC(=O)C2=C1NC=N2	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	4
cyclic_1h_imidazo_1_2_a_pyrazin_4_ium	1H-imidazo[1,2-a]pyrazin-4-ium	cyclic	[#6]1:[#6]:[#7+]2:[#6](:[#7H]:1):[#6]:[#7]:[#6]:[#6]:2	C1=C[N+]2=C(N1)C=NC=C2	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	3
cyclic_1h_imidazo_1_2_a_pyridin_4_ium	1H-imidazo[1,2-a]pyridin-4-ium	cyclic	[#6]1:[#6]:[#6]:[#7+]2:[#6]:[#6]:[#7H]:[#6]:2:[#6]:1	C1=CC=[N+]2C=CNC2=C1	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	2
cyclic_1h_imidazo_1_2_a_pyrimidin_4_ium	1H-imidazo[1,2-a]pyrimidin-4-ium	cyclic	[#6]1:[#6]:[#7]:[#6]2:[#7H]:[#6]:[#6]:[#7+]:2:[#6]:1	C1=CN=C2NC=C[N+]2=C1	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	3
cyclic_1h_imidazo_1_2_b_pyridazin_4_ium	1H-imidazo[1,2-b]pyridazin-4-ium	cyclic	[#6]1:[#6]:[#6]2:[#7+](:[#6]:[#6]:[#7H]:2):[#7]:[#6]:1	C1=CC2=[N+](C=CN2)N=C1	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	3
cyclic_1h_imidazo_1_2_c_pyrimidin_4_ium	1H-imidazo[1,2-c]pyrimidin-4-ium	cyclic	[#6]1:[#6]:[#7]:[#6]:[#7+]2:[#6]:1:[#7H]:[#6]:[#6]:2	C1=CN=C[N+]2=C1NC=C2	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	3
cyclic_1h_imidazo_1_2_c_pyrimidin_7_one	1H-imidazo[1,2-c]pyrimidin-7-one	cyclic	[#6]1:[#6]:[#7]2:[#6]:[#7]:[#6](=[#8]):[#6]:[#6]:2:[#7H]:1	C1=CN2C=NC(=O)C=C2N1	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	3
cyclic_1h_imidazo_1_2_c_triazin_4_one	1H-imidazo[1,2-c]triazin-4-one	cyclic	[#6]1:[#6]:[#7]2:[#6](:[#7]:1):[#6](=[#8]):[#6]:[#7]:[#7H]:2	C1=CN2C(=N1)C(=O)C=NN2	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	4
cyclic_1h_imidazo_4_5_b_pyrazin_1_ium	1H-imidazo[4,5-b]pyrazin-1-ium	cyclic	[#6]1:[#6]:[#7]:[#6]2:[#6](:[#7]:1)-[#7H2+]-[#6]=[#7]-2	C1=CN=C2C(=N1)[NH2+]C=N2	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	4
cyclic_1h_imidazo_4_5_b_pyridin_3_ium	1H-imidazo[4,5-b]pyridin-3-ium	cyclic	[#6]1:[#6]:[#6]2:[#6](:[#7H+]:[#6]:[#7H]:2):[#7]:[#6]:1	C1=CC2=C([NH+]=CN2)N=C1	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	3
cyclic_1h_imidazo_4_5_d_imidazol_5_one	1H-imidazo[4,5-d]imidazol-5-one	cyclic	[#6]1:[#7]:[#6]2=[#7]-[#6](=[#8])-[#7]=[#6]:2:[#7H]:1	C1=NC2=NC(=O)N=C2N1	True	h-imidazo-like	h-imidazo-like	heterocycle	2	8	4
cyclic_1h_imidazo_4_5_d_pyridazin_3_ium	1H-imidazo[4,5-d]pyridazin-3-ium	cyclic	[#6]1:[#6]2:[#6](:[#6]:[#7]:[#7]:1):[#7H+]:[#6]:[#7H]:2	C1=C2C(=CN=N1)[NH+]=CN2	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	4
cyclic_1h_imidazo_4_5_d_pyridazin_4_olate	1H-imidazo[4,5-d]pyridazin-4-olate	cyclic	[#6]1:[#6]2:[#6](:[#6](:[#7]:[#7]:1)-[#8-]):[#7]:[#6]:[#7H]:2	C1=C2C(=C(N=N1)[O-])N=CN2	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	4
cyclic_1h_imidazo_4_5_d_triazol_5_one	1H-imidazo[4,5-d]triazol-5-one	cyclic	[#6]12=[#7]-[#6](=[#8])-[#7]=[#6]:1:[#7]:[#7]:[#7H]:2	C12=NC(=O)N=C1N=NN2	True	h-imidazo-like	h-imidazo-like	heterocycle	2	8	5
cyclic_1h_imidazo_4_5_b_pyrazin_5_ol	1h-Imidazo[4,5-b]pyrazin-5-ol	cyclic	[#6]1:[#7]:[#6]2:[#6](:[#7H]:[#6]:[#7]:2):[#7H]:[#6]:1=[#8]	C1=NC2=C(NC=N2)NC1=O	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	4
cyclic_2h_imidazo_1_2_a_pyrazin_4_ium	2H-imidazo[1,2-a]pyrazin-4-ium	cyclic	[#6]1-[#6]=[#7+]2:[#6]:[#6]:[#7]:[#6]:[#6]:2=[#7]-1	C1C=[N+]2C=CN=CC2=N1	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	3
cyclic_2h_imidazo_1_2_a_pyridin_4_ium	2H-imidazo[1,2-a]pyridin-4-ium	cyclic	[#6]1-[#6]=[#7+]2:[#6]:[#6]:[#6]:[#6]:[#6]:2=[#7]-1	C1C=[N+]2C=CC=CC2=N1	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	2
cyclic_2h_imidazo_1_2_a_pyrimidin_3_one	2H-imidazo[1,2-a]pyrimidin-3-one	cyclic	[#6]1-[#6](=[#8])-[#7]2-[#6]=[#6]-[#6]=[#7]-[#6]-2=[#7]-1	C1C(=O)N2C=CC=NC2=N1	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	3
cyclic_2h_imidazo_1_2_b_pyridazin_3_one	2H-imidazo[1,2-b]pyridazin-3-one	cyclic	[#6]1-[#6](=[#8])-[#7]2-[#6](=[#7]-1)-[#6]=[#6]-[#6]=[#7]-2	C1C(=O)N2C(=N1)C=CC=N2	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	3
cyclic_2h_imidazo_1_2_b_pyridazin_4_ium	2H-imidazo[1,2-b]pyridazin-4-ium	cyclic	[#6]1-[#6]=[#7+]2:[#6](=[#7]-1):[#6]:[#6]:[#6]:[#7]:2	C1C=[N+]2C(=N1)C=CC=N2	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	3
cyclic_2h_imidazo_1_2_c_pyrimidin_4_ium	2H-imidazo[1,2-c]pyrimidin-4-ium	cyclic	[#6]1-[#6]=[#7+]2:[#6]:[#7]:[#6]:[#6]:[#6]:2=[#7]-1	C1C=[N+]2C=NC=CC2=N1	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	3
cyclic_2h_imidazo_1_5_a_pyrazin_3_one	2H-imidazo[1,5-a]pyrazin-3-one	cyclic	[#6]1:[#6]:[#7]2:[#6](:[#6]:[#7H]:[#6]:2=[#8]):[#6]:[#7]:1	C1=CN2C(=CNC2=O)C=N1	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	3
cyclic_2h_imidazo_1_5_a_pyridin_4_ium	2H-imidazo[1,5-a]pyridin-4-ium	cyclic	[#6]1:[#6]:[#6]2:[#6]:[#7H]:[#6]:[#7+]:2:[#6]:[#6]:1	C1=CC2=CNC=[N+]2C=C1	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	2
cyclic_3h_imidazo_4_5_b_pyridin_7_ol	3H-Imidazo[4,5-B]pyridin-7-OL	cyclic	[#6]1:[#6]:[#7H]:[#6]2:[#6](:[#6]:1=[#8]):[#7H]:[#6]:[#7]:2	C1=CNC2=C(C1=O)NC=N2	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	3
cyclic_3h_imidazo_1_2_a_pyrazin_4_ium	3H-imidazo[1,2-a]pyrazin-4-ium	cyclic	[#6]1-[#6]=[#7]-[#6]2:[#7+]-1:[#6]:[#6]:[#7]:[#6]:2	C1C=NC2=[N+]1C=CN=C2	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	3
cyclic_3h_imidazo_1_2_a_pyridin_3_ylium	3H-imidazo[1,2-a]pyridin-3-ylium	cyclic	[#6]1=[#6]-[#6]2=[#7]-[#6]=[#6+]-[#7]-2-[#6]=[#6]-1	C1=CC2=NC=[C+]N2C=C1	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	2
cyclic_3h_imidazo_1_2_a_pyridin_4_ium	3H-imidazo[1,2-a]pyridin-4-ium	cyclic	[#6]1-[#6]=[#7]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#7+]:2-1	C1C=NC2=CC=CC=[N+]21	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	2
cyclic_3h_imidazo_1_2_a_pyridin_7_one	3H-imidazo[1,2-a]pyridin-7-one	cyclic	[#6]1-[#6]=[#7]-[#6]2:[#6]:[#6](=[#8]):[#6]:[#6]:[#7]:2-1	C1C=NC2=CC(=O)C=CN21	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	2
cyclic_3h_imidazo_1_2_b_pyridazin_2_one	3H-imidazo[1,2-b]pyridazin-2-one	cyclic	[#6]1-[#6](=[#8])-[#7]=[#6]2-[#7]-1-[#7]=[#6]-[#6]=[#6]-2	C1C(=O)N=C2N1N=CC=C2	True	h-imidazo-like	h-imidazo-like	heterocycle	2	9	3
cyclic_1h_pyrido_3_2_c_pyridazin_4_one	1H-pyrido[3,2-c]pyridazin-4-one	cyclic	[#6]1:[#6]:[#6]2:[#6](:[#6](=[#8]):[#6]:[#7]:[#7H]:2):[#7]:[#6]:1	C1=CC2=C(C(=O)C=NN2)N=C1	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_1h_pyrido_3_4_c_pyridazin_4_one	1H-pyrido[3,4-c]pyridazin-4-one	cyclic	[#6]1:[#6]:[#7]:[#6]:[#6]2:[#6]:1:[#6](=[#8]):[#6]:[#7]:[#7H]:2	C1=CN=CC2=C1C(=O)C=NN2	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_1h_pyrido_3_4_d_pyrimidin_2_one	1H-pyrido[3,4-d]pyrimidin-2-one	cyclic	[#6]1:[#6]:[#7]:[#6]:[#6]2:[#6]:1:[#6]:[#7]:[#6](=[#8]):[#7H]:2	C1=CN=CC2=C1C=NC(=O)N2	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_1h_pyrido_1_2_c_pyrimidin_1_one	1h-Pyrido[1,2-c]pyrimidin-1-one	cyclic	[#6]1:[#6]:[#6]2:[#6]:[#6]:[#7]:[#6](=[#8]):[#7]:2:[#6]:[#6]:1	C1=CC2=CC=NC(=O)N2C=C1	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	2
cyclic_2h_pyrido_1_2_a_pyrimidin_2_one	2H-Pyrido[1,2-a]pyrimidin-2-one	cyclic	[#6]1:[#6]:[#6]2:[#7]:[#6](=[#8]):[#6]:[#6]:[#7]:2:[#6]:[#6]:1	C1=CC2=NC(=O)C=CN2C=C1	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	2
cyclic_2h_pyrido_2_3_c_pyridazin_3_one	2H-pyrido[2,3-c]pyridazin-3-one	cyclic	[#6]1:[#6]:[#6]2:[#6]:[#6](=[#8]):[#7H]:[#7]:[#6]:2:[#7]:[#6]:1	C1=CC2=CC(=O)NN=C2N=C1	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_2h_pyrido_2_3_d_pyrimidin_6_one	2H-pyrido[2,3-d]pyrimidin-6-one	cyclic	[#6]1-[#7]=[#6]-[#6]2=[#6]-[#6](=[#8])-[#6]=[#7]-[#6]-2=[#7]-1	C1N=CC2=CC(=O)C=NC2=N1	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_2h_pyrido_2_3_e_thiadiazine_1_oxide	2H-pyrido[2,3-e]thiadiazine 1-oxide	cyclic	[#6]1:[#6]:[#6]2:[#6](-[#6]=[#7]-[#7]-[#16]-2=[#8]):[#7]:[#6]:1	C1=CC2=C(C=NNS2=O)N=C1	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	4
cyclic_2h_pyrido_3_2_c_pyridazin_3_one	2H-pyrido[3,2-c]pyridazin-3-one	cyclic	[#6]1:[#6]:[#6]2:[#7]:[#7H]:[#6](=[#8]):[#6]:[#6]:2:[#7]:[#6]:1	C1=CC2=NNC(=O)C=C2N=C1	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_2h_pyrido_3_4_b_pyrazin_3_one	2H-pyrido[3,4-b]pyrazin-3-one	cyclic	[#6]1-[#6](=[#8])-[#7]=[#6]2:[#6]:[#7]:[#6]:[#6]:[#6]:2=[#7]-1	C1C(=O)N=C2C=NC=CC2=N1	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_2h_pyrido_3_4_e_thiazine	2H-pyrido[3,4-e]thiazine	cyclic	[#6]1=[#6]-[#7]-[#16]-[#6]2:[#6]-1:[#6]:[#7]:[#6]:[#6]:2	C1=CNSC2=C1C=NC=C2	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_2h_pyrido_4_3_d_oxazine	2H-pyrido[4,3-d]oxazine	cyclic	[#6]1:[#6]:[#7]:[#6]:[#6]2=[#6]-[#8]-[#7]-[#6]=[#6]:1:2	C1=CN=CC2=CONC=C21	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_3h_pyrido_2_3_d_triazin_4_one	3H-pyrido[2,3-d]triazin-4-one	cyclic	[#6]1:[#6]:[#6]2:[#6](:[#7]:[#6]:1):[#7]:[#7]:[#7H]:[#6]:2=[#8]	C1=CC2=C(N=C1)N=NNC2=O	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	4
cyclic_4h_pyrido_1_2_a_pyrimidin_4_one	4H-Pyrido[1,2-a]pyrimidin-4-one	cyclic	[#6]1:[#6]:[#6]2:[#7]:[#6]:[#6]:[#6](=[#8]):[#7]:2:[#6]:[#6]:1	C1=CC2=NC=CC(=O)N2C=C1	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	2
cyclic_4h_pyrido_2_1_f_pentazine	4H-pyrido[2,1-f]pentazine	cyclic	[#6]1=[#6]-[#6]2=[#7]-[#7]=[#7]-[#7]-[#7]-2-[#6]=[#6]-1	C1=CC2=NN=NNN2C=C1	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	5
cyclic_4h_pyrido_2_3_e_thiazin_3_one	4H-pyrido[2,3-e]thiazin-3-one	cyclic	[#6]1-[#6]2:[#6](:[#6]:[#6]:[#6]:[#7]:2)-[#16]-[#7]-[#6]-1=[#8]	C1C2=C(C=CC=N2)SNC1=O	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_4h_pyrido_3_4_e_thiazin_3_one	4H-pyrido[3,4-e]thiazin-3-one	cyclic	[#6]1-[#6]2:[#6](:[#6]:[#6]:[#7]:[#6]:2)-[#16]-[#7]-[#6]-1=[#8]	C1C2=C(C=CN=C2)SNC1=O	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_4h_pyrido_4_3_d_oxazin_1_one	4H-pyrido[4,3-d]oxazin-1-one	cyclic	[#6]1-[#6]2:[#6](:[#6]:[#6]:[#7]:[#6]:2)-[#6](=[#8])-[#7]-[#8]-1	C1C2=C(C=CN=C2)C(=O)NO1	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_5h_pyrido_2_3_d_pyrimidin_6_one	5H-pyrido[2,3-d]pyrimidin-6-one	cyclic	[#6]1-[#6]2:[#6]:[#7]:[#6]:[#7]:[#6]:2-[#7]=[#6]-[#6]-1=[#8]	C1C2=CN=CN=C2N=CC1=O	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_5h_pyrido_3_2_c_pyridazin_6_one	5H-pyrido[3,2-c]pyridazin-6-one	cyclic	[#6]1:[#6]:[#6](=[#8]):[#7H]:[#6]2:[#6]:1:[#7]:[#7]:[#6]:[#6]:2	C1=CC(=O)NC2=C1N=NC=C2	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_6h_pyrido_3_2_d_oxazine	6H-pyrido[3,2-d]oxazine	cyclic	[#6]1:[#6]:[#6]2=[#6]-[#7]-[#8]-[#6]=[#6]:2:[#7]:[#6]:1	C1=CC2=CNOC=C2N=C1	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_6h_pyrido_3_4_d_pyrimidin_5_one	6H-pyrido[3,4-d]pyrimidin-5-one	cyclic	[#6]1-[#6](=[#8])-[#6]2:[#6]:[#7]:[#6]:[#7]:[#6]:2-[#6]=[#7]-1	C1C(=O)C2=CN=CN=C2C=N1	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_6h_pyrido_4_3_c_pyridazin_7_one	6H-pyrido[4,3-c]pyridazin-7-one	cyclic	[#6]1:[#6]:[#7]:[#7]:[#6]2:[#6]:[#6](=[#8]):[#7H]:[#6]:[#6]:1:2	C1=CN=NC2=CC(=O)NC=C21	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_6h_pyrido_4_3_d_pyrimidin_7_one	6H-pyrido[4,3-d]pyrimidin-7-one	cyclic	[#6]1:[#6]2:[#6](:[#6]:[#7H]:[#6]:1=[#8]):[#6]:[#7]:[#6]:[#7]:2	C1=C2C(=CNC1=O)C=NC=N2	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_7h_pyrido_2_3_d_pyrimidin_6_one	7H-pyrido[2,3-d]pyrimidin-6-one	cyclic	[#6]1-[#6](=[#8])-[#6]=[#6]2:[#6]:[#7]:[#6]:[#7]:[#6]:2=[#7]-1	C1C(=O)C=C2C=NC=NC2=N1	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_7h_pyrido_3_4_c_pyridazin_6_one	7H-pyrido[3,4-c]pyridazin-6-one	cyclic	[#6]1:[#6]:[#7]:[#7]:[#6]2:[#6]:[#7H]:[#6](=[#8]):[#6]:[#6]:1:2	C1=CN=NC2=CNC(=O)C=C21	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_7h_pyrido_4_3_d_pyrimidin_8_one	7H-pyrido[4,3-d]pyrimidin-8-one	cyclic	[#6]1-[#6](=[#8])-[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2-[#6]=[#7]-1	C1C(=O)C2=NC=NC=C2C=N1	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_8h_pyrido_2_3_c_pyridazin_7_one	8H-pyrido[2,3-c]pyridazin-7-one	cyclic	[#6]1:[#6]:[#6](=[#8]):[#7H]:[#6]2:[#6]:1:[#6]:[#6]:[#7]:[#7]:2	C1=CC(=O)NC2=C1C=CN=N2	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_8h_pyrido_2_3_d_pyrimidin_5_one	8H-pyrido[2,3-d]pyrimidin-5-one	cyclic	[#6]1:[#6]:[#7H]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1=[#8]	C1=CNC2=NC=NC=C2C1=O	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_8h_pyrido_3_2_d_pyrimidin_7_one	8H-pyrido[3,2-d]pyrimidin-7-one	cyclic	[#6]1-[#6](=[#8])-[#6]=[#7]-[#6]2:[#6]:[#7]:[#6]:[#7]:[#6]:2-1	C1C(=O)C=NC2=CN=CN=C21	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_8h_pyrido_4_3_d_pyrimidin_7_one	8H-pyrido[4,3-d]pyrimidin-7-one	cyclic	[#6]1-[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2-[#6]=[#7]-[#6]-1=[#8]	C1C2=NC=NC=C2C=NC1=O	True	h-pyrido-like	h-pyrido-like	heterocycle	2	10	3
cyclic_1h_pyrrolo_2_3_b_pyridin_6_ol	1H-Pyrrolo[2,3-b]pyridin-6-ol	cyclic	[#6]1:[#6]:[#6](=[#8]):[#7H]:[#6]2:[#6]:1:[#6]:[#6]:[#7H]:2	C1=CC(=O)NC2=C1C=CN2	True	h-pyrrolo-like	h-pyrrolo-like	heterocycle	2	9	2
cyclic_1h_pyrrolo_3_2_b_pyridin_5_ol	1H-Pyrrolo[3,2-b]pyridin-5-ol	cyclic	[#6]1:[#6]:[#6](=[#8]):[#7H]:[#6]2:[#6]:1:[#7H]:[#6]:[#6]:2	C1=CC(=O)NC2=C1NC=C2	True	h-pyrrolo-like	h-pyrrolo-like	heterocycle	2	9	2
cyclic_1h_pyrrolo_3_4_d_pyrimidin_4_ol	1H-Pyrrolo[3,4-D]pyrimidin-4-OL	cyclic	[#6]1:[#6]2:[#6](:[#6]:[#7H]:1):[#7]:[#6]:[#7H]:[#6]:2=[#8]	C1=C2C(=CN1)N=CNC2=O	True	h-pyrrolo-like	h-pyrrolo-like	heterocycle	2	9	3
cyclic_1h_pyrrolo_1_2_a_pyrimidin_4_one	1H-pyrrolo[1,2-a]pyrimidin-4-one	cyclic	[#6]1:[#6]:[#7]2:[#6](=[#8]):[#6]:[#6]:[#7H]:[#6]:2:[#6]:1	C1=CN2C(=O)C=CNC2=C1	True	h-pyrrolo-like	h-pyrrolo-like	heterocycle	2	9	2
cyclic_1h_pyrrolo_1_2_b_pyridazin_2_one	1H-pyrrolo[1,2-b]pyridazin-2-one	cyclic	[#6]1:[#6]:[#7]2:[#6](:[#6]:1):[#6]:[#6]:[#6](=[#8]):[#7H]:2	C1=CN2C(=C1)C=CC(=O)N2	True	h-pyrrolo-like	h-pyrrolo-like	heterocycle	2	9	2
cyclic_1h_pyrrolo_1_2_c_oxazol_5_one	1H-pyrrolo[1,2-c]oxazol-5-one	cyclic	[#6]1-[#6]=[#6]2-[#6]-[#8]-[#6]-[#7]-2-[#6]-1=[#8]	C1C=C2COCN2C1=O	True	h-pyrrolo-like	h-pyrrolo-like	heterocycle	2	8	2
cyclic_1h_pyrrolo_1_2_c_pyrimidin_5_one	1H-pyrrolo[1,2-c]pyrimidin-5-one	cyclic	[#6]1-[#7]=[#6]-[#6]=[#6]2-[#7]-1-[#6]=[#6]-[#6]-2=[#8]	C1N=CC=C2N1C=CC2=O	True	h-pyrrolo-like	h-pyrrolo-like	heterocycle	2	9	2
